Date,Value
1980-07-31,46.42
1980-06-30,46.73
1980-05-31,47.61
1980-04-30,48.46
1980-03-31,49.38
1980-02-29,49.66
1980-01-31,49.88
1979-12-31,50.12
1979-11-30,50.38
1979-10-31,50.59
1979-09-30,50.73
1979-08-31,50.52
1979-07-31,50.24
1979-06-30,50.02
1979-05-31,49.76
1979-04-30,49.56
1979-03-31,49.29
1979-02-28,48.58
1979-01-31,47.92
1978-12-31,47.11
1978-11-30,46.35
1978-10-31,45.58
1978-09-30,45.01
1978-08-31,44.9
1978-07-31,44.66
1978-06-30,44.55
1978-05-31,44.62
1978-04-30,44.62
1978-03-31,44.55
1978-02-28,44.87
1978-01-31,45.11
1977-12-31,45.36
1977-11-30,45.26
1977-10-31,45.23
1977-09-30,45.12
1977-08-31,44.86
1977-07-31,44.6
1977-06-30,44.41
1977-05-31,44.21
1977-04-30,43.95
1977-03-31,43.82
1977-02-28,43.87
1977-01-31,44.07
1976-12-31,44.05
1976-11-30,43.66
1976-10-31,43.2
1976-09-30,42.89
1976-08-31,42.59
1976-07-31,42.36
1976-06-30,42.13
1976-05-31,41.45
1976-04-30,40.84
1976-03-31,40.07
1976-02-29,39.06
1976-01-31,38.12
1975-12-31,37.1
1975-11-30,36.92
1975-10-31,36.88
1975-09-30,36.76
1975-08-31,37.29
1975-07-31,37.67
1975-06-30,38.42
1975-05-31,39.5
1975-04-30,40.52
1975-03-31,41.48
1975-02-28,42.36
1975-01-31,43.41
1974-12-31,44.31
1974-11-30,45.02
1974-10-31,45.75
1974-09-30,46.57
1974-08-31,46.49
1974-07-31,46.41
1974-06-30,46.14
1974-05-31,45.85
1974-04-30,45.74
1974-03-31,45.24
1974-02-28,45.45
1974-01-31,45.67
1973-12-31,45.69
1973-11-30,45.1
1973-10-31,44.51
1973-09-30,44.01
1973-08-31,43.23
1973-07-31,43.11
1973-06-30,42.31
1973-05-31,41.76
1973-04-30,41.19
1973-03-31,40.62
1973-02-28,40.24
1973-01-31,39.75
1972-12-31,39.08
1972-11-30,38.6
1972-10-31,38.12
1972-09-30,37.73
1972-08-31,37.47
1972-07-31,37.21
1972-06-30,37.03
1972-05-31,36.79
1972-04-30,36.55
1972-03-31,36.3
1972-02-29,36.16
1972-01-31,36.11
1971-12-31,35.88
1971-11-30,35.48
1971-10-31,34.91
1971-09-30,34.43
1971-08-31,34.19
1971-07-31,34.05
1971-06-30,33.9
1971-05-31,33.93
1971-04-30,33.89
1971-03-31,33.76
1971-02-28,33.65
1971-01-31,33.54
1970-12-31,33.34
1970-11-30,34.01
1970-10-31,34.69
1970-09-30,35.37
1970-08-31,35.91
1970-07-31,36.26
1970-06-30,36.8
1970-05-31,37.24
1970-04-30,37.58
1970-03-31,38.12
1970-02-28,38.67
1970-01-31,39.21
1969-12-31,39.66
1969-11-30,40.12
1969-10-31,40.59
1969-09-30,41.07
1969-08-31,41.06
1969-07-31,41.17
1969-06-30,41.28
1969-05-31,41.45
1969-04-30,41.52
1969-03-31,41.7
1969-02-28,41.91
1969-01-31,42.0
1968-12-31,41.97
1968-11-30,41.85
1968-10-31,41.72
1968-09-30,41.71
1968-08-31,41.61
1968-07-31,41.51
1968-06-30,41.52
1968-05-31,41.44
1968-04-30,41.23
1968-03-31,41.03
1968-02-29,40.87
1968-01-31,40.71
1967-12-31,40.67
1967-11-30,40.72
1967-10-31,40.76
1967-09-30,40.8
1967-08-31,41.0
1967-07-31,41.2
1967-06-30,41.4
1967-05-31,41.84
1967-04-30,42.28
1967-03-31,42.72
1967-02-28,43.11
1967-01-31,43.38
1966-12-31,43.64
1966-11-30,43.53
1966-10-31,43.43
1966-09-30,43.59
1966-08-31,43.46
1966-07-31,43.59
1966-06-30,43.59
1966-05-31,43.41
1966-04-30,43.09
1966-03-31,43.03
1966-02-28,42.76
1966-01-31,42.62
1965-12-31,42.22
1965-11-30,41.78
1965-10-31,41.21
1965-09-30,40.77
1965-08-31,40.38
1965-07-31,40.0
1965-06-30,39.62
1965-05-31,39.43
1965-04-30,38.99
1965-03-31,38.68
1965-02-28,38.44
1965-01-31,38.08
1964-12-31,37.72
1964-11-30,37.5
1964-10-31,37.4
1964-09-30,37.18
1964-08-31,36.91
1964-07-31,36.4
1964-06-30,36.13
1964-05-31,35.83
1964-04-30,35.41
1964-03-31,34.99
1964-02-29,34.55
1964-01-31,34.1
1963-12-31,33.65
1963-11-30,33.59
1963-10-31,33.43
1963-09-30,33.37
1963-08-31,33.03
1963-07-31,32.69
1963-06-30,32.46
1963-05-31,32.2
1963-04-30,31.83
1963-03-31,31.47
1963-02-28,31.46
1963-01-31,31.34
1962-12-31,31.23
1962-11-30,30.83
1962-10-31,30.43
1962-09-30,30.04
1962-08-31,29.97
1962-07-31,29.79
1962-06-30,29.72
1962-05-31,29.44
1962-04-30,29.15
1962-03-31,28.96
1962-02-28,28.45
1962-01-31,28.02
1961-12-31,27.51
1961-11-30,27.1
1961-10-31,26.7
1961-09-30,26.3
1961-08-31,26.33
1961-07-31,26.18
1961-06-30,26.3
1961-05-31,26.48
1961-04-30,26.65
1961-03-31,26.82
1961-02-28,27.34
1961-01-31,27.86
1960-12-31,28.39
1960-11-30,28.39
1960-10-31,28.39
1960-09-30,28.58
1960-08-31,28.55
1960-07-31,28.52
1960-06-30,28.49
1960-05-31,28.97
1960-04-30,29.35
1960-03-31,29.83
1960-02-29,29.83
1960-01-31,29.93
1959-12-31,29.83
1959-11-30,29.94
1959-10-31,30.06
1959-09-30,30.28
1959-08-31,30.3
1959-07-31,30.21
1959-06-30,30.22
1959-05-31,29.47
1959-04-30,28.6
1959-03-31,27.84
1959-02-28,27.18
1959-01-31,26.43
1958-12-31,25.87
1958-11-30,25.75
1958-10-31,25.81
1958-09-30,25.78
1958-08-31,25.93
1958-07-31,25.99
1958-06-30,26.23
1958-05-31,26.85
1958-04-30,27.48
1958-03-31,28.2
1958-02-28,29.09
1958-01-31,29.79
1957-12-31,30.7
1957-11-30,31.0
1957-10-31,31.41
1957-09-30,31.72
1957-08-31,31.57
1957-07-31,31.41
1957-06-30,31.48
1957-05-31,31.53
1957-04-30,31.59
1957-03-31,31.64
1957-02-28,31.78
1957-01-31,31.93
1956-12-31,31.96
1956-11-30,32.23
1956-10-31,32.39
1956-09-30,32.67
1956-08-31,33.23
1956-07-31,33.55
1956-06-30,34.24
1956-05-31,34.78
1956-04-30,35.2
1956-03-31,35.62
1956-02-29,35.39
1956-01-31,35.17
1955-12-31,34.94
1955-11-30,34.23
1955-10-31,33.66
1955-09-30,33.08
1955-08-31,32.5
1955-07-31,31.79
1955-06-30,31.2
1955-05-31,30.36
1955-04-30,29.52
1955-03-31,28.68
1955-02-28,28.06
1955-01-31,27.45
1954-12-31,26.84
1954-11-30,26.29
1954-10-31,25.84
1954-09-30,25.39
1954-08-31,25.26
1954-07-31,25.23
1954-06-30,25.19
1954-05-31,24.97
1954-04-30,24.84
1954-03-31,24.52
1954-02-28,24.39
1954-01-31,24.27
1953-12-31,24.14
1953-11-30,24.27
1953-10-31,24.3
1953-09-30,24.52
1953-08-31,24.39
1953-07-31,24.36
1953-06-30,24.23
1953-05-31,24.06
1953-04-30,23.89
1953-03-31,23.63
1953-02-28,23.62
1953-01-31,23.44
1952-12-31,23.25
1952-11-30,23.12
1952-10-31,22.99
1952-09-30,22.86
1952-08-31,22.8
1952-07-31,22.74
1952-06-30,22.84
1952-05-31,23.12
1952-04-30,23.32
1952-03-31,23.61
1952-02-29,23.74
1952-01-31,23.69
1951-12-31,23.82
1951-11-30,24.14
1951-10-31,24.55
1951-09-30,24.88
1951-08-31,25.77
1951-07-31,26.47
1951-06-30,27.17
1951-05-31,27.53
1951-04-30,28.01
1951-03-31,28.37
1951-02-28,28.52
1951-01-31,28.89
1950-12-31,29.39
1950-11-30,29.32
1950-10-31,29.02
1950-09-30,28.84
1950-08-31,28.32
1950-07-31,27.91
1950-06-30,27.61
1950-05-31,27.1
1950-04-30,26.6
1950-03-31,25.98
1950-02-28,25.9
1950-01-31,25.72
1949-12-31,25.43
1949-11-30,25.47
1949-10-31,25.83
1949-09-30,25.87
1949-08-31,26.01
1949-07-31,26.16
1949-06-30,25.98
1949-05-31,26.01
1949-04-30,25.83
1949-03-31,25.87
1949-02-28,25.54
1949-01-31,25.01
1948-12-31,24.58
1948-11-30,23.69
1948-10-31,22.72
1948-09-30,21.86
1948-08-31,21.12
1948-07-31,20.46
1948-06-30,19.96
1948-05-31,19.59
1948-04-30,19.13
1948-03-31,18.9
1948-02-29,18.46
1948-01-31,17.94
1947-12-31,17.8
1947-11-30,17.81
1947-10-31,17.66
1947-09-30,17.43
1947-08-31,17.4
1947-07-31,17.21
1947-06-30,16.93
1947-05-31,16.34
1947-04-30,15.67
1947-03-31,15.0
1947-02-28,14.44
1947-01-31,13.6
1946-12-31,12.75
1946-11-30,12.18
1946-10-31,11.77
1946-09-30,11.29
1946-08-31,11.18
1946-07-31,11.19
1946-06-30,11.62
1946-05-31,12.03
1946-04-30,12.37
1946-03-31,12.72
1946-02-28,13.15
1946-01-31,13.36
1945-12-31,13.64
1945-11-30,13.86
1945-10-31,14.01
1945-09-30,14.15
1945-08-31,14.2
1945-07-31,14.24
1945-06-30,14.29
1945-05-31,14.26
1945-04-30,14.14
1945-03-31,13.95
1945-02-28,13.81
1945-01-31,13.66
1944-12-31,13.52
1944-11-30,13.45
1944-10-31,13.3
1944-09-30,13.15
1944-08-31,13.25
1944-07-31,13.35
1944-06-30,13.52
1944-05-31,13.65
1944-04-30,13.7
1944-03-31,13.83
1944-02-29,13.88
1944-01-31,13.93
1943-12-31,13.97
1943-11-30,14.67
1943-10-31,15.36
1943-09-30,16.06
1943-08-31,16.25
1943-07-31,16.25
1943-06-30,16.26
1943-05-31,16.11
1943-04-30,16.06
1943-03-31,16.09
1943-02-28,16.17
1943-01-31,15.97
1942-12-31,15.77
1942-11-30,15.4
1942-10-31,15.03
1942-09-30,14.74
1942-08-31,14.95
1942-07-31,15.25
1942-06-30,15.55
1942-05-31,15.87
1942-04-30,16.39
1942-03-31,16.81
1942-02-28,17.68
1942-01-31,18.45
1941-12-31,19.36
1941-11-30,19.65
1941-10-31,19.95
1941-09-30,20.39
1941-08-31,20.08
1941-07-31,19.77
1941-06-30,19.18
1941-05-31,19.4
1941-04-30,19.36
1941-03-31,19.31
1941-02-28,19.39
1941-01-31,19.32
1940-12-31,19.26
1940-11-30,19.59
1940-10-31,19.77
1940-09-30,19.96
1940-08-31,19.71
1940-07-31,19.46
1940-06-30,19.08
1940-05-31,18.91
1940-04-30,18.6
1940-03-31,18.29
1940-02-29,17.74
1940-01-31,17.31
1939-12-31,16.63
1939-11-30,16.07
1939-10-31,15.52
1939-09-30,14.86
1939-08-31,14.87
1939-07-31,14.56
1939-06-30,14.25
1939-05-31,13.93
1939-04-30,13.62
1939-03-31,13.21
1939-02-28,12.78
1939-01-31,12.26
1938-12-31,11.83
1938-11-30,11.7
1938-10-31,11.58
1938-09-30,11.37
1938-08-31,12.29
1938-07-31,13.21
1938-06-30,14.13
1938-05-31,15.35
1938-04-30,16.46
1938-03-31,17.8
1938-02-28,18.77
1938-01-31,19.61
1937-12-31,20.3
1937-11-30,20.69
1937-10-31,21.08
1937-09-30,21.62
1937-08-31,21.47
1937-07-31,21.17
1937-06-30,21.02
1937-05-31,20.66
1937-04-30,20.44
1937-03-31,20.22
1937-02-28,19.81
1937-01-31,19.26
1936-12-31,18.85
1936-11-30,18.35
1936-10-31,17.86
1936-09-30,17.37
1936-08-31,17.0
1936-07-31,16.75
1936-06-30,16.5
1936-05-31,16.05
1936-04-30,15.48
1936-03-31,14.92
1936-02-29,14.62
1936-01-31,14.43
1935-12-31,14.25
1935-11-30,14.25
1935-10-31,14.35
1935-09-30,14.35
1935-08-31,14.66
1935-07-31,14.98
1935-06-30,15.29
1935-05-31,14.68
1935-04-30,14.18
1935-03-31,13.78
1935-02-28,12.27
1935-01-31,10.84
1934-12-31,9.46
1934-11-30,9.31
1934-10-31,9.23
1934-09-30,9.08
1934-08-31,9.14
1934-07-31,9.06
1934-06-30,8.98
1934-05-31,8.96
1934-04-30,8.88
1934-03-31,8.8
1934-02-28,8.72
1934-01-31,8.7
1933-12-31,8.62
1933-11-30,8.57
1933-10-31,8.52
1933-09-30,8.48
1933-08-31,8.43
1933-07-31,8.44
1933-06-30,8.66
1933-05-31,8.67
1933-04-30,8.62
1933-03-31,8.57
1933-02-28,8.45
1933-01-31,8.27
1932-12-31,8.1
1932-11-30,8.36
1932-10-31,8.62
1932-09-30,8.88
1932-08-31,9.13
1932-07-31,9.38
1932-06-30,9.7
1932-05-31,9.94
1932-04-30,10.11
1932-03-31,10.35
1932-02-29,10.58
1932-01-31,10.73
1931-12-31,10.81
1931-11-30,11.26
1931-10-31,11.63
1931-09-30,12.07
1931-08-31,12.51
1931-07-31,13.02
1931-06-30,13.53
1931-05-31,13.86
1931-04-30,14.19
1931-03-31,14.59
1931-02-28,14.99
1931-01-31,15.29
1930-12-31,15.58
1930-11-30,16.14
1930-10-31,16.88
1930-09-30,17.61
1930-08-31,18.55
1930-07-31,19.28
1930-06-30,19.86
1930-05-31,20.56
1930-04-30,21.26
1930-03-31,22.19
1930-02-28,22.87
1930-01-31,23.55
1929-12-31,24.21
1929-11-30,23.79
1929-10-31,23.51
1929-09-30,23.21
1929-08-31,22.92
1929-07-31,22.64
1929-06-30,22.62
1929-05-31,22.46
1929-04-30,22.3
1929-03-31,21.88
1929-02-28,21.45
1929-01-31,21.16
1928-12-31,20.88
1928-11-30,20.41
1928-10-31,20.08
1928-09-30,19.62
1928-08-31,19.51
1928-07-31,19.18
1928-06-30,18.83
1928-05-31,18.38
1928-04-30,18.15
1928-03-31,17.8
1928-02-29,17.47
1928-01-31,16.94
1927-12-31,16.6
1927-11-30,16.76
1927-10-31,16.83
1927-09-30,17.09
1927-08-31,17.34
1927-07-31,17.4
1927-06-30,17.27
1927-05-31,17.63
1927-04-30,17.9
1927-03-31,18.06
1927-02-28,18.11
1927-01-31,18.17
1926-12-31,18.12
1926-11-30,18.14
1926-10-31,18.25
1926-09-30,18.36
1926-08-31,18.48
1926-07-31,18.39
1926-06-30,18.2
1926-05-31,18.11
1926-04-30,18.02
1926-03-31,18.14
1926-02-28,18.04
1926-01-31,18.05
1925-12-31,18.06
1925-11-30,17.58
1925-10-31,17.49
1925-09-30,17.1
1925-08-31,16.7
1925-07-31,16.32
1925-06-30,16.11
1925-05-31,15.89
1925-04-30,15.6
1925-03-31,15.1
1925-02-28,14.79
1925-01-31,14.31
1924-12-31,13.91
1924-11-30,14.05
1924-10-31,14.11
1924-09-30,14.26
1924-08-31,14.41
1924-07-31,14.38
1924-06-30,14.53
1924-05-31,14.6
1924-04-30,14.66
1924-03-31,14.64
1924-02-29,14.61
1924-01-31,14.59
1923-12-31,14.65
1923-11-30,14.29
1923-10-31,13.93
1923-09-30,13.65
1923-08-31,13.36
1923-07-31,12.92
1923-06-30,12.71
1923-05-31,12.41
1923-04-30,12.04
1923-03-31,11.74
1923-02-28,11.37
1923-01-31,11.0
1922-12-31,10.56
1922-11-30,10.11
1922-10-31,9.65
1922-09-30,9.19
1922-08-31,8.68
1922-07-31,8.06
1922-06-30,7.59
1922-05-31,7.07
1922-04-30,6.56
1922-03-31,6.04
1922-02-28,5.46
1922-01-31,4.95
1921-12-31,4.34
1921-11-30,4.94
1921-10-31,5.54
1921-09-30,6.17
1921-08-31,6.72
1921-07-31,7.34
1921-06-30,8.01
1921-05-31,8.59
1921-04-30,9.0
1921-03-31,9.51
1921-02-28,10.05
1921-01-31,10.31
1920-12-31,10.67
1920-11-30,10.59
1920-10-31,10.68
1920-09-30,10.77
1920-08-31,10.75
1920-07-31,10.62
1920-06-30,10.71
1920-05-31,11.0
1920-04-30,11.3
1920-03-31,11.78
1920-02-29,12.05
1920-01-31,12.32
1919-12-31,12.73
1919-11-30,13.07
1919-10-31,13.43
1919-09-30,13.73
1919-08-31,13.88
1919-07-31,14.2
1919-06-30,14.69
1919-05-31,14.77
1919-04-30,15.03
1919-03-31,15.38
1919-02-28,15.65
1919-01-31,15.44
1918-12-31,15.52
1918-11-30,16.09
1918-10-31,16.78
1918-09-30,17.51
1918-08-31,18.26
1918-07-31,19.03
1918-06-30,19.97
1918-05-31,20.68
1918-04-30,21.55
1918-03-31,22.32
1918-02-28,22.6
1918-01-31,23.21
1917-12-31,24.17
1917-11-30,24.93
1917-10-31,25.33
1917-09-30,26.12
1917-08-31,27.12
1917-07-31,27.97
1917-06-30,27.96
1917-05-31,28.82
1917-04-30,29.71
1917-03-31,31.64
1917-02-28,32.08
1917-01-31,33.36
1916-12-31,34.12
1916-11-30,33.2
1916-10-31,32.55
1916-09-30,31.88
1916-08-31,31.16
1916-07-31,30.16
1916-06-30,28.86
1916-05-31,27.83
1916-04-30,26.77
1916-03-31,25.67
1916-02-29,24.58
1916-01-31,23.24
1915-12-31,22.1
1915-11-30,21.35
1915-10-31,20.8
1915-09-30,20.23
1915-08-31,19.46
1915-07-31,18.7
1915-06-30,17.93
1915-05-31,17.16
1915-04-30,16.56
1915-03-31,15.94
1915-02-28,15.0
1915-01-31,14.09
1914-12-31,13.32
1914-11-30,13.42
1914-10-31,13.79
1914-09-30,13.88
1914-08-31,14.12
1914-07-31,14.64
1914-06-30,15.02
1914-05-31,15.26
1914-04-30,15.66
1914-03-31,15.74
1914-02-28,15.98
1914-01-31,16.06
1913-12-31,16.3
1913-11-30,16.28
