Date,Value
1964-04-01,669.21
1964-03-01,659.67
1964-02-01,647.87
1964-01-01,640.0
1963-12-01,620.91
1963-11-01,609.91
1963-10-01,613.35
1963-09-01,613.83
1963-08-01,598.08
1963-07-01,581.98
1963-06-01,592.68
1963-05-01,594.87
1963-04-01,583.17
1963-03-01,556.96
1963-02-01,560.92
1963-01-01,553.6
1962-12-01,533.01
1962-11-01,510.89
1962-10-01,477.96
1962-09-01,493.53
1962-08-01,499.6
1962-07-01,486.37
1962-06-01,476.5
1962-05-01,539.54
1962-04-01,582.88
1962-03-01,604.07
1962-02-01,603.47
1962-01-01,595.56
1961-12-01,618.59
1961-11-01,612.89
1961-10-01,586.34
1961-09-01,579.96
1961-08-01,586.48
1961-07-01,564.26
1961-06-01,569.61
1961-05-01,577.25
1961-04-01,571.44
1961-03-01,556.59
1961-02-01,539.66
1961-01-01,518.4
1960-12-01,493.05
1960-11-01,481.51
1960-10-01,466.4
1960-09-01,478.99
1960-08-01,493.85
1960-07-01,487.99
1960-06-01,500.4
1960-05-01,484.21
1960-04-01,488.68
1960-03-01,484.1
1960-02-01,490.78
1960-01-01,512.32
1959-12-01,519.64
1959-11-01,503.54
1959-10-01,501.52
1959-09-01,503.67
1959-08-01,526.21
1959-07-01,529.23
1959-06-01,510.78
1959-05-01,517.0
1959-04-01,509.33
1959-03-01,502.68
1959-02-01,490.24
1959-01-01,496.13
1958-12-01,478.78
1958-11-01,468.3
1958-10-01,456.04
1958-09-01,438.23
1958-08-01,426.95
1958-07-01,410.14
1958-06-01,400.55
1958-05-01,391.15
1958-04-01,378.98
1958-03-01,378.23
1958-02-01,373.18
1958-01-01,371.92
1957-12-01,367.34
1957-11-01,367.52
1957-10-01,376.96
1957-09-01,402.0
1957-08-01,419.0
1957-07-01,443.41
1957-06-01,437.73
1957-05-01,432.18
1957-04-01,417.69
1957-03-01,409.7
1957-02-01,405.95
1957-01-01,425.79
1956-12-01,435.25
1956-11-01,430.44
1956-10-01,434.96
1956-09-01,442.21
1956-08-01,459.46
1956-07-01,460.52
1956-06-01,440.04
1956-05-01,445.88
1956-04-01,462.06
1956-03-01,458.38
1956-02-01,428.85
1956-01-01,426.14
1955-12-01,437.92
1955-11-01,432.25
1955-10-01,404.94
1955-09-01,426.39
1955-08-01,409.54
1955-07-01,412.05
1955-06-01,385.4
1955-05-01,364.28
1955-04-01,365.83
1955-03-01,353.62
1955-02-01,356.43
1955-01-01,344.9
1954-12-01,338.8
1954-11-01,322.77
1954-10-01,310.61
1954-09-01,303.56
1954-08-01,295.51
1954-07-01,289.74
1954-06-01,278.49
1954-05-01,276.28
1954-04-01,266.69
1954-03-01,255.5
1954-02-01,250.22
1954-01-01,244.83
1953-12-01,238.77
1953-11-01,235.6
1953-10-01,229.65
1953-09-01,223.77
1953-08-01,234.54
1953-07-01,234.45
1953-06-01,231.17
1953-05-01,240.66
1953-04-01,240.3
1953-03-01,252.75
1953-02-01,252.43
1953-01-01,254.59
1952-12-01,252.28
1952-11-01,242.5
1952-10-01,235.04
1952-09-01,240.08
1952-08-01,243.95
1952-07-01,242.98
1952-06-01,237.98
1952-05-01,232.52
1952-04-01,232.61
1952-03-01,234.19
1952-02-01,233.6
1952-01-01,236.13
1951-12-01,228.52
1951-11-01,222.52
1951-10-01,230.64
1951-09-01,232.71
1951-08-01,228.62
1951-07-01,219.03
1951-06-01,215.23
1951-05-01,219.03
1951-04-01,219.78
1951-03-01,216.87
1951-02-01,221.44
1951-01-01,216.01
1950-12-01,204.36
1950-11-01,207.68
1950-10-01,208.94
1950-09-01,202.28
1950-08-01,196.19
1950-07-01,186.55
1950-06-01,203.68
1950-05-01,201.27
1950-04-01,195.54
1950-03-01,190.17
1950-02-01,189.44
1950-01-01,185.81
1949-12-01,181.29
1949-11-01,175.1
1949-10-01,173.43
1949-09-01,167.65
1949-08-01,166.18
1949-07-01,161.1
1949-06-01,151.2
1949-05-01,160.64
1949-04-01,161.16
1949-03-01,162.05
1949-02-01,160.53
1949-01-01,165.55
1948-12-01,163.04
1948-11-01,163.44
1948-10-01,171.64
1948-09-01,166.4
1948-08-01,168.3
1948-07-01,174.08
1948-06-01,180.54
1948-05-01,174.8
1948-04-01,167.38
1948-03-01,158.08
1948-02-01,155.21
1948-01-01,161.86
1947-12-01,166.15
1947-11-01,171.0
1947-10-01,173.76
1947-09-01,169.38
1947-08-01,177.74
1947-07-01,183.75
1947-06-01,174.49
1947-05-01,169.38
1947-04-01,172.45
1947-03-01,179.07
1947-02-01,190.1
1947-01-01,183.0
1946-12-01,182.04
1946-11-01,178.4
1946-10-01,183.44
1946-09-01,191.35
1946-08-01,226.66
1946-07-01,235.82
1946-06-01,257.02
1946-05-01,261.47
1946-04-01,262.33
1946-03-01,247.79
1946-02-01,258.25
1946-01-01,256.12
1945-12-01,246.31
1945-11-01,243.53
1945-10-01,235.81
1945-09-01,226.38
1945-08-01,211.94
1945-07-01,211.23
1945-06-01,215.66
1945-05-01,214.17
1945-04-01,207.52
1945-03-01,202.44
1945-02-01,202.58
1945-01-01,196.04
1944-12-01,190.38
1944-11-01,187.36
1944-10-01,188.67
1944-09-01,184.14
1944-08-01,187.21
1944-07-01,189.99
1944-06-01,186.22
1944-05-01,178.86
1944-04-01,175.75
1944-03-01,179.89
1944-02-01,174.98
1944-01-01,176.17
1943-12-01,170.67
1943-11-01,168.44
1943-10-01,176.61
1943-09-01,178.25
1943-08-01,175.54
1943-07-01,183.6
1943-06-01,178.86
1943-05-01,175.75
1943-04-01,170.07
1943-03-01,166.49
1943-02-01,163.63
1943-01-01,154.44
1942-12-01,145.72
1942-11-01,145.81
1942-10-01,144.36
1942-09-01,136.08
1942-08-01,134.67
1942-07-01,136.28
1942-06-01,132.2
1942-05-01,125.85
1942-04-01,125.96
1942-03-01,132.25
1942-02-01,141.62
1942-01-01,147.13
1941-12-01,146.19
1941-11-01,157.39
1941-10-01,166.2
1941-09-01,175.42
1941-08-01,177.26
1941-07-01,180.55
1941-06-01,171.75
1941-05-01,169.4
1941-04-01,174.38
1941-03-01,181.26
1941-02-01,181.44
1941-01-01,193.55
1940-12-01,193.18
1940-11-01,202.88
1940-10-01,198.26
1940-09-01,196.41
1940-08-01,188.47
1940-07-01,184.59
1940-06-01,177.41
1940-05-01,195.49
1940-04-01,226.71
1940-03-01,224.5
1940-02-01,225.79
1940-01-01,228.9
1939-12-01,228.56
1939-11-01,234.1
1939-10-01,238.35
1939-09-01,234.28
1939-08-01,216.31
1939-07-01,219.5
1939-06-01,214.25
1939-05-01,210.5
1939-04-01,203.01
1939-03-01,230.58
1939-02-01,230.76
1939-01-01,230.96
1938-12-01,234.47
1938-11-01,241.49
1938-10-01,241.31
1938-09-01,215.57
1938-08-01,225.84
1938-07-01,224.55
1938-06-01,187.31
1938-05-01,183.09
1938-04-01,180.16
1938-03-01,189.15
1938-02-01,202.54
1938-01-01,206.03
1937-12-01,197.96
1937-11-01,199.81
1937-10-01,217.57
1937-09-01,254.6
1937-08-01,298.64
1937-07-01,295.61
1937-06-01,280.95
1937-05-01,291.91
1937-04-01,307.7
1937-03-01,329.54
1937-02-01,332.25
1937-01-01,322.71
1936-12-01,315.22
1936-11-01,320.76
1936-10-01,312.08
1936-09-01,296.56
1936-08-01,293.23
1936-07-01,289.57
1936-06-01,275.36
1936-05-01,266.04
1936-04-01,280.96
1936-03-01,280.58
1936-02-01,272.74
1936-01-01,257.93
1935-12-01,244.43
1935-11-01,244.43
1935-10-01,225.07
1935-09-01,219.22
1935-08-01,214.68
1935-07-01,201.09
1935-06-01,191.08
1935-05-01,182.76
1935-04-01,169.45
1935-03-01,158.79
1935-02-01,169.56
1935-01-01,176.13
1934-12-01,178.76
1934-11-01,176.28
1934-10-01,171.49
1934-09-01,168.9
1934-08-01,175.67
1934-07-01,182.81
1934-06-01,191.89
1934-05-01,190.8
1934-04-01,212.39
1934-03-01,208.89
1934-02-01,220.17
1934-01-01,206.55
1933-12-01,195.38
1933-11-01,191.66
1933-10-01,187.15
1933-09-01,207.33
1933-08-01,209.1
1933-07-01,221.75
1933-06-01,211.63
1933-05-01,182.1
1933-04-01,141.45
1933-03-01,127.9
1933-02-01,127.3
1933-01-01,142.17
1932-12-01,134.67
1932-11-01,138.16
1932-10-01,138.48
1932-09-01,159.45
1932-08-01,144.28
1932-07-01,95.29
1932-06-01,90.73
1932-05-01,104.04
1932-04-01,116.87
1932-03-01,152.62
1932-02-01,150.99
1932-01-01,150.14
1931-12-01,149.54
1931-11-01,182.83
1931-10-01,177.95
1931-09-01,204.01
1931-08-01,238.12
1931-07-01,245.49
1931-06-01,237.61
1931-05-01,242.28
1931-04-01,264.69
1931-03-01,290.68
1931-02-01,283.39
1931-01-01,259.98
1930-12-01,249.2
1930-11-01,262.15
1930-10-01,280.94
1930-09-01,323.82
1930-08-01,325.93
1930-07-01,328.18
1930-06-01,331.35
1930-05-01,366.43
1930-04-01,387.41
1930-03-01,366.43
1930-02-01,351.04
1930-01-01,328.42
1929-12-01,321.84
1929-11-01,307.72
1929-10-01,418.52
1929-09-01,468.01
1929-08-01,450.07
1929-07-01,425.85
1929-06-01,395.58
1929-05-01,390.45
1929-04-01,386.95
1929-03-01,386.95
1929-02-01,378.03
1929-01-01,376.07
1928-12-01,350.2
1928-11-01,346.81
1928-10-01,324.85
1928-09-01,316.54
1928-08-01,299.22
1928-07-01,289.84
1928-06-01,287.72
1928-05-01,300.79
1928-04-01,293.47
1928-03-01,276.07
1928-02-01,262.01
1928-01-01,262.12
1927-12-01,261.07
1927-11-01,255.09
1927-10-01,247.97
1927-09-01,253.3
1927-08-01,241.08
1927-07-01,227.58
1927-06-01,218.85
1927-05-01,218.54
1927-04-01,212.47
1927-03-01,207.39
1927-02-01,203.08
1927-01-01,198.07
1926-12-01,197.15
1926-11-01,192.77
1926-10-01,191.36
1926-09-01,196.89
1926-08-01,195.05
1926-07-01,186.54
1926-06-01,176.98
1926-05-01,168.0
1926-04-01,165.9
1926-03-01,171.63
1926-02-01,183.1
1926-01-01,182.81
1925-12-01,180.06
1925-11-01,176.19
1925-10-01,173.77
1925-09-01,168.21
1925-08-01,164.41
1925-07-01,162.22
1925-06-01,159.64
1925-05-01,158.65
1925-04-01,154.61
1925-03-01,155.36
1925-02-01,160.47
1925-01-01,158.2
1924-12-01,151.92
1924-11-01,144.98
1924-10-01,137.31
1924-09-01,139.93
1924-08-01,142.12
1924-07-01,136.6
1924-06-01,131.32
1924-05-01,128.88
1924-04-01,129.34
1924-03-01,131.61
1924-02-01,133.4
1924-01-01,132.03
1923-12-01,127.84
1923-11-01,123.66
1923-10-01,120.07
1923-09-01,122.57
1923-08-01,122.53
1923-07-01,121.22
1923-06-01,126.9
1923-05-01,132.71
1923-04-01,139.29
1923-03-01,145.2
1923-02-01,142.89
1923-01-01,137.04
1922-12-01,134.39
1922-11-01,135.5
1922-10-01,143.43
1922-09-01,141.18
1922-08-01,137.6
1922-07-01,131.03
1922-06-01,130.89
1922-05-01,132.13
1922-04-01,127.17
1922-03-01,119.89
1922-02-01,114.19
1922-01-01,111.74
1921-12-01,109.3
1921-11-01,104.96
1921-10-01,99.04
1921-09-01,97.71
1921-08-01,94.26
1921-07-01,95.43
1921-06-01,96.27
1921-05-01,104.06
1921-04-01,98.75
1921-03-01,97.25
1921-02-01,99.25
1921-01-01,96.8
1920-12-01,90.8
1920-11-01,97.72
1920-10-01,102.43
1920-09-01,101.79
1920-08-01,96.84
1920-07-01,98.37
1920-06-01,98.03
1920-05-01,101.21
1920-04-01,109.59
1920-03-01,113.84
1920-02-01,107.45
1920-01-01,118.35
1919-12-01,122.09
1919-11-01,128.5
1919-10-01,135.34
1919-09-01,130.94
1919-08-01,129.63
1919-07-01,141.38
1919-06-01,140.97
1919-05-01,137.3
1919-04-01,129.96
1919-03-01,128.08
1919-02-01,125.83
1919-01-01,123.07
1918-12-01,123.85
1918-11-01,127.91
1918-10-01,127.08
1918-09-01,124.23
1918-08-01,127.32
1918-07-01,128.65
1918-06-01,131.1
1918-05-01,132.73
1918-04-01,131.34
1918-03-01,134.51
1918-02-01,136.31
1918-01-01,133.22
1917-12-01,128.39
1917-11-01,134.9
1917-10-01,147.16
1917-09-01,157.93
1917-08-01,169.73
1917-07-01,177.64
1917-06-01,179.88
1917-05-01,179.05
1917-04-01,188.26
1917-03-01,200.69
1917-02-01,194.66
